site,plotid,year,pre_post_fire,postTime,azimuth,intersect_cm,large_cm,small_cm,length_m,decay,FieldNotes,project,species,slope
LoneBobcatWoods,lbw3,2020,prefire,"",W,19,"","",4.86,1,"",CPFMP,,
LoneBobcatWoods,lbw3,2020,prefire,"",W,21,"","",10.17,1,"",CPFMP,,
LoneBobcatWoods,lbw3,2020,prefire,"",W,27,"","",1.9,5,"",CPFMP,,
LoneBobcatWoods,lbw3,2020,prefire,"",W,8,"","",8.11,1,"",CPFMP,,
LoneBobcatWoods,lbw4,2020,prefire,"",E,0,"","","","","",CPFMP,,
LoneBobcatWoods,lbw4,2020,prefire,"",N,0,"","","","","",CPFMP,,
LoneBobcatWoods,lbw4,2020,prefire,"",S,0,"","","","","",CPFMP,,
LoneBobcatWoods,lbw4,2020,prefire,"",W,9.5,"","",1.38,1,"",CPFMP,,
LoneBobcatWoods,lbw5,2020,prefire,"",E,0,"","","","","",CPFMP,,
LoneBobcatWoods,lbw5,2020,prefire,"",N,10,"","",5.1,3,"",CPFMP,,
LoneBobcatWoods,lbw5,2020,prefire,"",N,8,"","",7.15,1,"",CPFMP,,
LoneBobcatWoods,lbw5,2020,prefire,"",S,11,"","",15.8,1,"",CPFMP,,
LoneBobcatWoods,lbw5,2020,prefire,"",W,15,"","",15.8,1,"",CPFMP,,
LoneBobcatWoods,lbw5,2020,prefire,"",W,90,"","",2.5,3,"",CPFMP,,
LoneBobcatWoods,lbw6,2020,prefire,"",E,11,"","",1.3,3,"",CPFMP,,
LoneBobcatWoods,lbw6,2020,prefire,"",E,11,"","",7.2,1,"",CPFMP,,
LoneBobcatWoods,lbw6,2020,prefire,"",E,52,"","",1.23,3,"",CPFMP,,
LoneBobcatWoods,lbw6,2020,prefire,"",E,8.5,"","",1.32,1,"",CPFMP,,
LoneBobcatWoods,lbw6,2020,prefire,"",N,0,"","","","","",CPFMP,,
LoneBobcatWoods,lbw6,2020,prefire,"",S,10,"","",0.61,4,"",CPFMP,,
LoneBobcatWoods,lbw6,2020,prefire,"",S,17,"","",1.23,5,"",CPFMP,,
LoneBobcatWoods,lbw6,2020,prefire,"",W,11.5,"","",3.6,1,"",CPFMP,,
LoneBobcatWoods,lbw7,2020,prefire,"",E,10,"","",10.4,1,"",CPFMP,,
LoneBobcatWoods,lbw7,2020,prefire,"",E,13,"","",7.5,1,"",CPFMP,,
LoneBobcatWoods,lbw7,2020,prefire,"",E,8,"","",1.2,3,"",CPFMP,,
LoneBobcatWoods,lbw7,2020,prefire,"",N,11.5,"","",2,3,"",CPFMP,,
LoneBobcatWoods,lbw7,2020,prefire,"",N,11.5,"","",2.4,2,"",CPFMP,,
LoneBobcatWoods,lbw7,2020,prefire,"",N,13.5,"","",4.3,2,"",CPFMP,,
LoneBobcatWoods,lbw7,2020,prefire,"",N,8.5,"","",4.1,3,"",CPFMP,,
LoneBobcatWoods,lbw7,2020,prefire,"",S,10,"","",4.59,1,"",CPFMP,,
LoneBobcatWoods,lbw7,2020,prefire,"",S,11,"","",2.3,1,"",CPFMP,,
LoneBobcatWoods,lbw7,2020,prefire,"",S,8,"","",1.47,2,"",CPFMP,,
LoneBobcatWoods,lbw7,2020,prefire,"",W,11,"","",9.1,3,"",CPFMP,,
LoneBobcatWoods,lbw7,2020,prefire,"",W,12,"","",6.7,3,"",CPFMP,,
LoneBobcatWoods,lbw7,2020,prefire,"",W,13,"","",3.39,3,"",CPFMP,,
LoneBobcatWoods,lbw7,2020,prefire,"",W,20,"","",10.1,2,"",CPFMP,,
LoneBobcatWoods,lbw7,2020,prefire,"",W,9,"","",3.5,3,"",CPFMP,,
LoneBobcatWoods,lbw7,2020,prefire,"",W,9.5,"","",6.5,3,"",CPFMP,,
Modoc,1,2020,prefire,"",0,10,12,8,0.6,4,"",CPFMP,,
Modoc,1,2020,prefire,"",0,73,80,64,17,3,"",CPFMP,,
Modoc,1,2020,prefire,"",180,16,16,11,6,4,"",CPFMP,,
Modoc,1,2020,prefire,"",270,16,16,11,6,4,"",CPFMP,,
Modoc,1,2020,prefire,"",90,12,13,11,1.8,3,"",CPFMP,,
Modoc,1,2020,prefire,"",90,13,15,11,1.4,4,"",CPFMP,,
Modoc,1,2020,prefire,"",90,27,30,26,1.3,4,"",CPFMP,,
Modoc,10,2020,prefire,"",0,na,"","","","","",CPFMP,,
Modoc,15,2020,prefire,"",270,15.5,38.5,2,19.8,2,"",CPFMP,,
Modoc,16,2020,prefire,"",0,na,"","","","","",CPFMP,,
Modoc,17,2020,prefire,"",0,na,"","","","","",CPFMP,,
Modoc,18,2020,prefire,"",0,na,"","","","","",CPFMP,,
Modoc,19,2020,prefire,"",0,na,"","","","","",CPFMP,,
Modoc,2,2020,prefire,"",0,10,12.5,3.5,4.15,5,"",CPFMP,,
Modoc,2,2020,prefire,"",0,10.5,11.5,3.5,8.32,3,"",CPFMP,,
Modoc,2,2020,prefire,"",0,13.5,20.5,2,16.16,2,"",CPFMP,,
Modoc,2,2020,prefire,"",0,15,20,11.5,4.64,4,"",CPFMP,,
Modoc,2,2020,prefire,"",0,27,44,16.5,15.68,3,"",CPFMP,,
Modoc,2,2020,prefire,"",180,9,10.5,0.5,8.96,4,"",CPFMP,,
Modoc,2,2020,prefire,"",270,9,17,8.5,12.16,4,"",CPFMP,,
Modoc,2,2020,prefire,"",90,8,9,4.5,8,3,"",CPFMP,,
Modoc,20,2020,prefire,"",0,na,"","","","","",CPFMP,,
Modoc,21,2020,prefire,"",90,21,30,4,17.4,2,"",CPFMP,,
Modoc,21,2020,prefire,"",90,25,33,20,6.5,2,"",CPFMP,,
Modoc,22,2020,prefire,"",0,na,"","","","","",CPFMP,,
Modoc,23,2020,prefire,"",0,na,"","","","","",CPFMP,,
Modoc,24,2020,prefire,"",0,19,17.5,11,6.82,2,"",CPFMP,,
Modoc,24,2020,prefire,"",0,3,24,1,1.6,2,"",CPFMP,,
Modoc,24,2020,prefire,"",180,22,22,10,10.85,2,"",CPFMP,,
Modoc,24,2020,prefire,"",90,15,23,2,13.33,2,"",CPFMP,,
Modoc,25,2020,prefire,"",180,2.7,3,2.5,0.5,4,"",CPFMP,,
Modoc,25,2020,prefire,"",180,4,4.5,3.5,0.7,2,"",CPFMP,,
Modoc,25,2020,prefire,"",270,28,13,12,0.3,4,"",CPFMP,,
Modoc,25,2020,prefire,"",270,9.3,8,7,0.7,4,"",CPFMP,,
Modoc,25,2020,prefire,"",90,3.5,3.2,3,1.3,4,"",CPFMP,,
Modoc,26,2020,prefire,"",180,10,11,10,1.4,3,"",CPFMP,,
Modoc,26,2020,prefire,"",270,9,12,5,1.1,3,"",CPFMP,,
Modoc,28,2020,prefire,"",0,na,"","","","","",CPFMP,,
Modoc,3,2020,prefire,"",180,10,10,3,9.5,4,"",CPFMP,,
Modoc,3,2020,prefire,"",180,8,36,7,0.76,4,"",CPFMP,,
Modoc,3,2020,prefire,"",180,8,9,3,0.36,5,"",CPFMP,,
Modoc,3,2020,prefire,"",270,0.1,10,3,9.5,4,"",CPFMP,,
Modoc,4,2020,prefire,"",0,20.5,30,18,3.27,5,"",CPFMP,,
Modoc,4,2020,prefire,"",180,12,11.5,9,0.36,2,"",CPFMP,,
Modoc,4,2020,prefire,"",180,9,8,6,2.48,3,"",CPFMP,,
Modoc,4,2020,prefire,"",270,29,32.5,18.5,2.94,3,"",CPFMP,,
Modoc,4,2020,prefire,"",90,8,9,6.5,5.11,3,"",CPFMP,,
Modoc,4,2020,prefire,"",90,9.5,9.5,1,7.44,3,"",CPFMP,,
Modoc,4,2020,prefire,"",90,9.5,9.5,9,1.1,4,"",CPFMP,,
Modoc,5,2020,prefire,"",0,10,49,38,11.8,4,"",CPFMP,,
Modoc,5,2020,prefire,"",0,44,62,37,13.6,3,"",CPFMP,,
Modoc,5,2020,prefire,"",180,37,42,16,11.8,2,"",CPFMP,,
Modoc,5,2020,prefire,"",270,10,14,9,5.9,2,"",CPFMP,,
Modoc,5,2020,prefire,"",270,11,20,11,12.4,3,"",CPFMP,,
Modoc,5,2020,prefire,"",270,18,19,10,9.3,2,"",CPFMP,,
Modoc,5,2020,prefire,"",270,24,89,3,34.4,2,"",CPFMP,,
Modoc,5,2020,prefire,"",270,30,30,24,2.9,2,"",CPFMP,,
Modoc,5,2020,prefire,"",90,18,27,1,14.3,2,"",CPFMP,,
Modoc,5,2020,prefire,"",90,21,22,18,2.6,4,"",CPFMP,,
Modoc,6,2020,prefire,"",270,13,18,3,14.5,4,"",CPFMP,,
Modoc,6,2020,prefire,"",270,18,15,6,14,5,"",CPFMP,,
Modoc,6,2020,prefire,"",270,18,22,3,14.5,4,"",CPFMP,,
Modoc,6,2020,prefire,"",270,23,37,13,18,4,"",CPFMP,,
Modoc,6,2020,prefire,"",270,5,18,3,14,5,"",CPFMP,,
Modoc,6,2020,prefire,"",270,9,15,3,9,4,"",CPFMP,,
Modoc,6,2020,prefire,"",90,13,15,9,6.5,4,"",CPFMP,,
Modoc,6,2020,prefire,"",90,16,36,13,2,5,"",CPFMP,,
Modoc,6,2020,prefire,"",90,9,10,6,1,4,"",CPFMP,,
Modoc,7,2020,prefire,"",180,15,15,13,3.4,5,"",CPFMP,,
Modoc,7,2020,prefire,"",180,16,15,13,1.2,3,"",CPFMP,,
Modoc,7,2020,prefire,"",180,8,8,7,1,4,"",CPFMP,,
Modoc,7,2020,prefire,"",270,13,13,10,3,5,"",CPFMP,,
Modoc,7,2020,prefire,"",270,13,13,12,2,5,"",CPFMP,,
Modoc,7,2020,prefire,"",270,15,18,12,4.5,5,"",CPFMP,,
Modoc,7,2020,prefire,"",270,23,25,22,4,5,"",CPFMP,,
Modoc,7,2020,prefire,"",90,13,15,13,2.2,3,"",CPFMP,,
Modoc,7,2020,prefire,"",90,18,18,17,1.3,5,"",CPFMP,,
Modoc,8,2020,prefire,"",270,12,13,7,1.5,5,"",CPFMP,,
Modoc,9,2020,prefire,"",180,12,22,4,13,3,"",CPFMP,,
Modoc,9,2020,prefire,"",270,10.3,10.5,9.1,1.5,4,"",CPFMP,,
Modoc,9,2020,prefire,"",90,12.5,24,5,12.5,3,"",CPFMP,,
slypark,hcp1,2019,prefire,"",180,9,9,8,1.3,3,"",CPFMP,,
slypark,hcp11,2019,prefire,"",0,14,12,11,140,4,"",CPFMP,,
slypark,hcp11,2019,prefire,"",90,13,11,2,550,2,"",CPFMP,,
slypark,hcp11,2019,prefire,"",90,6,7,6,60,4,"",CPFMP,,
slypark,hcp3,2019,prefire,"",180,10,11,9,0.2,3,"",CPFMP,,
slypark,hcp4,2019,prefire,"",90,17,20,15,3.3,4,"",CPFMP,,
slypark,hcp6,2019,prefire,"",180,12,17,10,6.2,2,"",CPFMP,,
slypark,hcp9,2019,prefire,"",180,23,23,23,23,4,stump,CPFMP,,
slypark,hcp9,2019,prefire,"",270,10,10,7,0.6,4,"",CPFMP,,
slypark,spi1,2019,postfire,immediate,270,14,14,6.6,0.83,3,"present, no consumption",CPFMP,,
slypark,spi1,2019,postfire,immediate,270,20,20,18,0.66,1,"present, no consumption",CPFMP,,
slypark,spi1,2019,prefire,"",270,14,14,6.6,0.83,3,pile burn,CPFMP,,
slypark,spi1,2019,prefire,"",270,20,20,18,0.66,1,from pile burn,CPFMP,,
slypark,spi1,2021,postfire,1yr,W,12,"","",0.2,3,"",CPFMP,,
slypark,spi1,2021,postfire,1yr,W,20,"","",1.2,2,"",CPFMP,,
slypark,spi10,2019,postfire,immediate,0,12,12,12,0.75,5,"present, no consumption",CPFMP,,
slypark,spi10,2019,postfire,immediate,180,9.5,7.5,6,1.5,4,"present, no consumption",CPFMP,,
slypark,spi10,2019,prefire,"",0,12,12,12,0.75,5,"",CPFMP,,
slypark,spi10,2019,prefire,"",180,9.5,7.5,6,1.5,4,"",CPFMP,,
slypark,spi10,2021,postfire,1yr,W,10.4,"","",0.7,3,"",CPFMP,,
slypark,spi11,2019,postfire,immediate,270,15,8,6,3.8,4,"present, no consumption",CPFMP,,
slypark,spi11,2019,prefire,"",270,15,8,6,3.8,4,"",CPFMP,,
slypark,spi11,2021,postfire,1yr,N,24,"","",0.9,4,"",CPFMP,,
slypark,spi11,2021,postfire,1yr,N,9.7,"","",0.1,3,"",CPFMP,,
slypark,spi11,2021,postfire,1yr,W,9.7,"","",3.8,3,"",CPFMP,,
slypark,spi2,2019,postfire,immediate,180,24,24,24,1,1,"not originally in data, but present on line. Log was cut from line construction, should discard from analysis",CPFMP,,
slypark,spi2,2019,postfire,immediate,270,14,14,14,6,4,"not originally in data, but present on line. Blackened not reduced in diameter",CPFMP,,
slypark,spi2,2019,postfire,immediate,na,na,na,na,na,na,"missing, probably cut and moved (near fireline)",CPFMP,,
slypark,spi2,2019,postfire,immediate,na,na,na,na,na,na,"missing, probably cut and moved (near fireline)",CPFMP,,
slypark,spi2,2019,prefire,"",180,26.4,42.8,5,26.4,1,"",CPFMP,,
slypark,spi2,2019,prefire,"",270,38.9,42.8,5,26.4,1,"",CPFMP,,
slypark,spi2,2021,postfire,1yr,E,15,"","",1,4,"",CPFMP,,
slypark,spi2,2021,postfire,1yr,E,24.2,"","",1,5-rotten,"",CPFMP,,
slypark,spi2,2021,postfire,1yr,N,12.5,"","",8,1-intact,"",CPFMP,,
slypark,spi2,2021,postfire,1yr,N,9.8,"","",2.3,3,"",CPFMP,,
slypark,spi2,2021,postfire,1yr,S,26.3,"","",1,1-intact,"",CPFMP,,
slypark,spi2,2021,postfire,1yr,W,11,"","",2,3,"",CPFMP,,
slypark,spi2,2021,postfire,1yr,W,12.5,"","",0.45,3,"",CPFMP,,
slypark,spi3,2019,postfire,immediate,270,9,9,6.5,2.3,1,present,CPFMP,,
slypark,spi3,2019,prefire,"",270,9,9,6.5,2.3,1,"",CPFMP,,
slypark,spi3,2021,postfire,1yr,N,na,"","","","",no CWD,CPFMP,,
slypark,spi4,2019,postfire,immediate,0,10.5,12.1,11.9,1.6,3,"log partially consumed, new diam is 10.5 at intersect",CPFMP,,
slypark,spi4,2019,postfire,immediate,na,na,na,na,na,na,100% consumed,CPFMP,,
slypark,spi4,2019,postfire,immediate,na,na,na,na,na,na,100% consumed,CPFMP,,
slypark,spi4,2019,postfire,immediate,na,na,na,na,na,na,100% consumed,CPFMP,,
slypark,spi4,2019,prefire,"",0,12.1,12.1,11.9,1.6,3,"",CPFMP,,
slypark,spi4,2019,prefire,"",180,10,20,7,6,1,"",CPFMP,,
slypark,spi4,2019,prefire,"",90,11.2,11.4,3,0.48,5,"",CPFMP,,
slypark,spi4,2019,prefire,"",90,7.9,8.1,4.2,0.59,5,"",CPFMP,,
slypark,spi4,2021,postfire,1yr,E,15,"","",0.3,3,"",CPFMP,,
slypark,spi4,2021,postfire,1yr,E,9.9,"","",0.2,3,"",CPFMP,,
slypark,spi4,2021,postfire,1yr,N,9.6,"","",1.2,3,"",CPFMP,,
slypark,spi5,2021,postfire,1yr,S,10,"","",0.35,3,"",CPFMP,,
slypark,spi6,2019,postfire,immediate,na,na,na,na,na,na,100% consumed,CPFMP,,
slypark,spi6,2019,postfire,immediate,na,na,na,na,na,na,100% consumed,CPFMP,,
slypark,spi6,2019,prefire,"",0,13,14,13,0.4,5,"",CPFMP,,
slypark,spi6,2019,prefire,"",90,8.1,8.6,7.4,1.6,3,"",CPFMP,,
slypark,spi6,2021,postfire,1yr,E,12.3,"","",0.3,3,"",CPFMP,,
slypark,spi7,2019,postfire,immediate,0,9,11,7,1.6,4,"present, no consumption",CPFMP,,
slypark,spi7,2019,postfire,immediate,180,11.5,12,11,0.7,4,"present, no consumption",CPFMP,,
slypark,spi7,2019,postfire,immediate,180,15,15,13,0.85,5,"present, no consumption",CPFMP,,
slypark,spi7,2019,postfire,immediate,180,9,9,13,1.9,5,"present, no consumption",CPFMP,,
slypark,spi7,2019,postfire,immediate,270,16,16,16,5,4,"not originally in data, but present on line (no consumption)",CPFMP,,
slypark,spi7,2019,postfire,immediate,270,21,21,16,6,3,"not originally in data, but present on line (no consumption)",CPFMP,,
slypark,spi7,2019,postfire,immediate,90,10.5,12,10.5,2,5,"present, no consumption",CPFMP,,
slypark,spi7,2019,postfire,immediate,90,14,22,13,4.9,5,"present, no consumption",CPFMP,,
slypark,spi7,2019,postfire,immediate,90,16,26,8,3.4,4,"present, no consumption",CPFMP,,
slypark,spi7,2019,prefire,"",0,9,11,7,1.6,4,"",CPFMP,,
slypark,spi7,2019,prefire,"",180,11.5,12,11,0.7,4,"",CPFMP,,
slypark,spi7,2019,prefire,"",180,15,15,13,0.85,5,"",CPFMP,,
slypark,spi7,2019,prefire,"",180,9,9,13,1.9,5,"",CPFMP,,
slypark,spi7,2019,prefire,"",90,10.5,12,10.5,2,5,"",CPFMP,,
slypark,spi7,2019,prefire,"",90,14,22,13,4.9,5,"",CPFMP,,
slypark,spi7,2019,prefire,"",90,16,26,8,3.4,4,"",CPFMP,,
slypark,spi7,2021,postfire,1yr,S,14,"","",1.6,4,"",CPFMP,,
slypark,spi7,2021,postfire,1yr,S,20.7,"","",1.7,4,"",CPFMP,,
slypark,spi7,2021,postfire,1yr,W,11.3,"","",3.1,"","",CPFMP,,
slypark,spi7,2021,postfire,1yr,W,22.3,"","",4.1,3,"",CPFMP,,
slypark,spi8,2019,postfire,immediate,180,20,20,16,1,3,"not originally in data, but present on line (no consumption)",CPFMP,,
slypark,spi8,2019,postfire,immediate,90,6,30,6,8.6,1,"present, no consumption",CPFMP,,
slypark,spi8,2019,prefire,"",90,6,30,6,8.6,1,"",CPFMP,,
slypark,spi8,2021,postfire,1yr,S,9,"","",4,2,"",CPFMP,,
slypark,spi9,2021,postfire,1yr,N,na,"","","","",no CWD,CPFMP,,
springsfire,springs1,2019,postfire,immediate,270,32,20,17,2.3,3,"",CPFMP,,
springsfire,springs1,2019,postfire,immediate,90,13,13,5,1.4,3,"",CPFMP,,
springsfire,springs1,2019,prefire,"",270,14,13,11,92,3,"",CPFMP,,
springsfire,springs1,2019,prefire,"",270,37,48,10,14.6,2,"",CPFMP,,
springsfire,springs1,2020,postfire,1yr,0,no cwd,"","","","",:),CPFMP,,
springsfire,springs10,2019,prefire,"",0,92,95,62,9.8,5,"",CPFMP,,
springsfire,springs10,2019,prefire,"",180,16,4,1,0.7,3,"",CPFMP,,
springsfire,springs10,2019,prefire,"",180,36,19,12,1.6,4,"",CPFMP,,
springsfire,springs10,2019,prefire,"",90,16,17,6,2.3,3,"",CPFMP,,
springsfire,springs10,2020,postfire,1yr,0,no cwd,"","","","",:),CPFMP,,
springsfire,springs11,2019,postfire,immediate,180,12.5,13.5,8,2.8,3,"",CPFMP,,
springsfire,springs11,2019,postfire,immediate,90,7.6,13,3,0.45,3,"",CPFMP,,
springsfire,springs11,2019,postfire,immediate,90,8,8,5,0.15,3,"",CPFMP,,
springsfire,springs11,2019,prefire,"",180,16.25,13.8,5.9,4.05,3,"",CPFMP,,
springsfire,springs11,2019,prefire,"",90,59,78,8,25.7,3,"",CPFMP,,
springsfire,springs11,2020,postfire,1yr,0,no cwd,"","","","",:),CPFMP,,
springsfire,springs12,2019,postfire,immediate,270,8.5,8.5,6,0.25,3,"",CPFMP,,
springsfire,springs12,2019,prefire,"",0,58.4,58.4,3.3,18,2,"",CPFMP,,
springsfire,springs12,2019,prefire,"",180,12,12,7,0.2,4,"",CPFMP,,
springsfire,springs12,2019,prefire,"",180,9.4,27.1,3.4,7.7,3,"",CPFMP,,
springsfire,springs12,2019,prefire,"",270,7.5,8,5,0.27,3,"",CPFMP,,
springsfire,springs12,2020,postfire,1yr,0,10.5,5,3.5,0.3,3,"",CPFMP,,
springsfire,springs12,2020,postfire,1yr,270,8.5,9,4,0.2,2,"",CPFMP,,
springsfire,springs13,2019,postfire,immediate,90,10.5,3,10.5,0.6,2,"",CPFMP,,
springsfire,springs13,2019,postfire,immediate,90,8,10,4,1.3,2,"",CPFMP,,
springsfire,springs13,2019,postfire,immediate,90,8.5,2,8.5,0.17,3,"",CPFMP,,
springsfire,springs13,2019,prefire,"",0,26,33,11,1.8,4,"",CPFMP,,
springsfire,springs13,2019,prefire,"",180,10,10,8,0.3,4,"",CPFMP,,
springsfire,springs13,2019,prefire,"",180,15,20,14,1.7,3,"",CPFMP,,
springsfire,springs13,2019,prefire,"",270,85,90,70,0.21,3,"",CPFMP,,
springsfire,springs13,2019,prefire,"",90,35,90,75,0.75,3,"",CPFMP,,
springsfire,springs13,2019,prefire,"",90,70,91,40,2.58,3,"",CPFMP,,
springsfire,springs13,2020,postfire,1yr,90,10,15,9,0.8,3,"",CPFMP,,
springsfire,springs14,2019,postfire,immediate,0,32.6,20.2,5.7,10.35,2,"",CPFMP,,
springsfire,springs14,2020,postfire,1yr,0,no cwd,"","","","",:),CPFMP,,
springsfire,springs15,2019,prefire,"",0,8,16,5,4.4,2,"",CPFMP,,
springsfire,springs15,2020,postfire,1yr,0,no cwd,"","","","",:),CPFMP,,
springsfire,springs16,2019,postfire,immediate,90,15,19,10,0.66,4,"",CPFMP,,
springsfire,springs16,2020,postfire,1yr,90,15.5,20,9,0.67,3,"",CPFMP,,
springsfire,springs17,2019,postfire,immediate,0,11.5,15,6,2,2,"",CPFMP,,
springsfire,springs17,2019,postfire,immediate,0,12,13.5,3,1.05,2,"",CPFMP,,
springsfire,springs17,2020,postfire,1yr,0,11,13,3.5,1.45,3,"",CPFMP,,
springsfire,springs17,2020,postfire,1yr,0,8,9,8,1.6,3,"",CPFMP,,
springsfire,springs17,2020,postfire,1yr,0,9,8.5,3,1.35,3,"",CPFMP,,
springsfire,springs18,2019,postfire,immediate,270,10,14,5,0.6,3,"",CPFMP,,
springsfire,springs18,2019,postfire,immediate,270,14,14,4,1.6,2,"",CPFMP,,
springsfire,springs18,2019,postfire,immediate,90,22,24,9,1.3,2,"",CPFMP,,
springsfire,springs18,2019,prefire,"",0,10.5,13,5,0.8,3,"",CPFMP,,
springsfire,springs18,2019,prefire,"",0,8,9,6,0.65,2,"",CPFMP,,
springsfire,springs18,2019,prefire,"",180,18,23,4,2.3,3,"",CPFMP,,
springsfire,springs18,2019,prefire,"",270,12,13,9,1.9,3,"",CPFMP,,
springsfire,springs18,2019,prefire,"",270,20,22,17,1.8,3,"",CPFMP,,
springsfire,springs18,2019,prefire,"",90,22,22,15,1.7,3,"",CPFMP,,
springsfire,springs18,2020,postfire,1yr,90,22.5,23.5,22,1.5,3,"",CPFMP,,
springsfire,springs19,2019,postfire,immediate,180,8,8,6,28,4,"",CPFMP,,
springsfire,springs19,2019,postfire,immediate,270,12,14,3,0.45,3,"",CPFMP,,
springsfire,springs19,2019,postfire,immediate,270,13.5,14,3,0.9,2,"",CPFMP,,
springsfire,springs19,2019,prefire,"",180,20,21,19,2,4,"",CPFMP,,
springsfire,springs19,2019,prefire,"",180,9,17,9,3.9,3,"",CPFMP,,
springsfire,springs19,2019,prefire,"",270,14,16,7,1.6,3,"",CPFMP,,
springsfire,springs19,2019,prefire,"",270,15,16,5,3.2,3,"",CPFMP,,
springsfire,springs19,2019,prefire,"",90,10,12.5,4,0.9,4,"",CPFMP,,
springsfire,springs19,2019,prefire,"",90,28,35,6,6.9,2,"",CPFMP,,
springsfire,springs19,2020,postfire,1yr,270,11.8,11,10.8,0.5,4,"",CPFMP,,
springsfire,springs2,2019,prefire,"",270,14,14,14,0.55,4,"",CPFMP,,
springsfire,springs2,2019,prefire,"",270,14,34,14,0.49,4,"",CPFMP,,
springsfire,springs2,2019,prefire,"",270,15,15,12,0.46,4,"",CPFMP,,
springsfire,springs2,2019,prefire,"",270,29,29,29,0.25,4,"",CPFMP,,
springsfire,springs2,2019,prefire,"",270,9.7,10.9,9.7,0.91,3,"",CPFMP,,
springsfire,springs2,2020,postfire,1yr,90,4.2,18,4,7.6,4,"",CPFMP,,
springsfire,springs20,2019,prefire,"",0,10,10,8,1.55,4,"",CPFMP,,
springsfire,springs20,2019,prefire,"",0,11,11,11,0.15,4,"",CPFMP,,
springsfire,springs20,2019,prefire,"",0,13,13,8,0.71,4,"",CPFMP,,
springsfire,springs20,2019,prefire,"",0,15,12.9,6.8,3.1,2,"",CPFMP,,
springsfire,springs20,2019,prefire,"",0,15.4,20,10.1,3.5,4,"",CPFMP,,
springsfire,springs20,2019,prefire,"",0,9,15,9,0.67,4,"",CPFMP,,
springsfire,springs20,2019,prefire,"",0,9.5,9.9,9.5,1,4,"",CPFMP,,
springsfire,springs20,2019,prefire,"",180,11.2,20,5.6,6.65,2,"",CPFMP,,
springsfire,springs20,2019,prefire,"",270,19,20,18,0.7,3,"",CPFMP,,
springsfire,springs20,2019,prefire,"",90,12,20,3,4.5,3,"",CPFMP,,
springsfire,springs20,2020,postfire,1yr,180,11.2,14.2,10.1,2.7,3,"",CPFMP,,
springsfire,springs21,2019,prefire,"",0,11,10,9,0.5,3,"",CPFMP,,
springsfire,springs21,2019,prefire,"",0,20,20,18,1.23,3,"",CPFMP,,
springsfire,springs21,2019,prefire,"",180,25,27,15,5.4,4,"",CPFMP,,
springsfire,springs21,2019,prefire,"",180,32,32,21,0.8,3,"",CPFMP,,
springsfire,springs21,2019,prefire,"",270,14,16,9,3.5,4,"",CPFMP,,
springsfire,springs21,2019,prefire,"",90,25,27,15,5.4,4,"",CPFMP,,
springsfire,springs21,2020,postfire,1yr,270,10.5,9.5,5,2.7,2,"",CPFMP,,
springsfire,springs22,2019,postfire,immediate,180,20,22,11,2.9,2,"",CPFMP,,
springsfire,springs22,2019,prefire,"",0,11,13,5,4.3,3,"",CPFMP,,
springsfire,springs22,2019,prefire,"",180,20,27,20,3.3,3,"",CPFMP,,
springsfire,springs22,2019,prefire,"",270,10,11,9,1.15,4,"",CPFMP,,
springsfire,springs22,2020,postfire,1yr,180,18.5,21,16.5,2.8,2,"",CPFMP,,
springsfire,springs23,2020,postfire,1yr,0,no cwd,"","","","",:),CPFMP,,
springsfire,springs24,2019,postfire,immediate,0,9,4,11,0.8,3,"",CPFMP,,
springsfire,springs24,2019,prefire,"",0,14,14,4.9,0.96,3,"",CPFMP,,
springsfire,springs24,2019,prefire,"",0,8,10,8,0.66,3,"",CPFMP,,
springsfire,springs24,2020,postfire,1yr,0,no cwd,"","","","",:),CPFMP,,
springsfire,springs25,2019,postfire,immediate,270,10,11,8,0.33,3,"",CPFMP,,
springsfire,springs25,2019,prefire,"",0,11,13,10,1.5,5,"",CPFMP,,
springsfire,springs25,2019,prefire,"",180,48,76.5,43,64.3,4,"",CPFMP,,
springsfire,springs25,2020,postfire,1yr,0,no cwd,"","","","",:),CPFMP,,
springsfire,springs26,2019,postfire,immediate,0,13,10,8,1.55,2,"",CPFMP,,
springsfire,springs26,2019,postfire,immediate,0,6.8,6.9,6.8,1.18,2,"",CPFMP,,
springsfire,springs26,2019,postfire,immediate,270,13,13,9,2.45,3,"",CPFMP,,
springsfire,springs26,2019,postfire,immediate,270,9,13,9,0.25,3,"",CPFMP,,
springsfire,springs26,2019,postfire,immediate,90,11,10,8,1.88,3,"",CPFMP,,
springsfire,springs26,2019,prefire,"",0,14,15,1,0.95,2,"",CPFMP,,
springsfire,springs26,2019,prefire,"",0,8.5,10,4,0.35,3,"",CPFMP,,
springsfire,springs26,2019,prefire,"",180,10,10.5,4,0.75,2,"",CPFMP,,
springsfire,springs26,2019,prefire,"",180,11,11,7,0.39,2,"",CPFMP,,
springsfire,springs26,2019,prefire,"",180,11,15,2,0.56,2,"",CPFMP,,
springsfire,springs26,2019,prefire,"",180,12,14,8,1,2,"",CPFMP,,
springsfire,springs26,2019,prefire,"",270,9.5,11,3,1.9,2,"",CPFMP,,
springsfire,springs26,2019,prefire,"",90,12,13,4,2.55,3,"",CPFMP,,
springsfire,springs26,2020,postfire,1yr,0,10.5,9,1,0.8,2,"",CPFMP,,
