site,year,pre_post_fire,pre_post_thin,postTime,plotid,obs,species,status,lifeform,layer_code,percent,notes
springsfire,2020,postfire,,,Springs28,vs,PIJE,dead,TR,TSA,1,
springsfire,2020,postfire,,,Springs28,vs,PIJE,dead,TR,TOV,5,
springsfire,2020,postfire,,,Springs29,vs,PIJE,live,TR,TOV,8,
springsfire,2020,postfire,,,Springs29,vs,PIJE,live,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs29,vs,PIJE,live,TR,TSA,0.05,
springsfire,2020,postfire,,,Springs29,vs,PIJE,dead,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs30,vs,PIJE,live,TR,TOV,12,
springsfire,2020,postfire,,,Springs30,vs,PIJE,dead,TR,TSA,0.05,
springsfire,2020,postfire,,,Springs31,vs,PIJE,live,TR,TOV,32,
springsfire,2020,postfire,,,Springs31,vs,PIJE,live,TR,TSE,0.05,added during QAQC from regen data
springsfire,2020,postfire,,,Springs31,vs,PIJE,dead,TR,TSA,0.05,
springsfire,2020,postfire,,,Springs33,vs,PIJE,live,TR,TOV,22,
springsfire,2020,postfire,,,Springs34,vs,PIJE,live,TR,TOV,17,
springsfire,2020,postfire,,,Springs34,vs,PIJE,live,TR,TSA,0.05,
springsfire,2020,postfire,,,Springs34,vs,PIJE,live,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs35,vs,PIJE,live,TR,TOV,15,
springsfire,2020,postfire,,,Springs37,vs,PIJE,live,TR,TOV,23,
springsfire,2020,postfire,,,Springs37,vs,PIJE,dead,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs37,vs,PIJE,dead,TR,TSA,1,
springsfire,2020,postfire,,,Springs37,vs,PIJE,dead,TR,TOV,1,
springsfire,2020,postfire,,,Springs38,km,PIJE,live,TR,TOV,35,
springsfire,2020,postfire,,,Springs39,km,PIJE,live,TR,TOV,25,
springsfire,2020,postfire,,,Springs39,km,PIJE,dead,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs39,km,PIJE,live,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs40,ag,PIJE,live,TR,TOV,7,
springsfire,2020,postfire,,,Springs40,ag,PIJE,dead,TR,TSA,0.05,
springsfire,2020,postfire,,,Springs40,ag,PIJE,dead,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs41,vs,PIJE,live,TR,TOV,38,
springsfire,2020,postfire,,,Springs42,ag,PIJE,live,TR,TOV,25,
springsfire,2020,postfire,,,Springs42,ag,PIJE,live,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs42,ag,PIJE,dead,TR,TOV,0.05,
springsfire,2020,postfire,,,Springs44,km,PIJE,live,TR,TOV,43,
springsfire,2020,postfire,,,Springs44,km,PIJE,dead,TR,TOV,2,
springsfire,2020,postfire,,,Springs44,km,PIJE,live,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs45,ag,PIJE,live,TR,TOV,18,
springsfire,2020,postfire,,,Springs45,ag,PIJE,live,TR,TSA,0.05,
springsfire,2020,postfire,,,Springs45,ag,PIJE,live,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs46,vs,PIJE,live,TR,TOV,30,
springsfire,2020,postfire,,,Springs46,vs,PIJE,live,TR,TSA,0.05,
springsfire,2020,postfire,,,Springs46,vs,PIJE,live,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs47,vs,PIJE,live,TR,TOV,35,
springsfire,2020,postfire,,,Springs47,vs,PIJE,live,TR,TSA,0.05,
springsfire,2020,postfire,,,Springs47,vs,PIJE,live,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs48,vs,PIJE,live,TR,TOV,20,
springsfire,2020,postfire,,,Springs48,vs,PIJE,dead,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs48,vs,PIJE,live,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs48,vs,PIJE,live,TR,TSA,0.05,added during QAQC from regen data
springsfire,2020,postfire,,,Springs49,ag,PIJE,live,TR,TOV,60,
springsfire,2020,postfire,,,Springs49,ag,PIJE,live,TR,TSA,0.05,
springsfire,2020,postfire,,,Springs49,ag,PIJE,live,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs50,ag,PIJE,live,TR,TOV,30,
springsfire,2020,postfire,,,Springs50,ag,PIJE,live,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs51,ag,PIJE,live,TR,TOV,65,
springsfire,2020,postfire,,,Springs51,ag,PIJE,live,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs51,ag,PIJE,dead,TR,TSE,0.05,added during QAQC from regen data
springsfire,2020,postfire,,,Springs10,km,pinus,live,TR,TSE,0.05,
springsfire,2020,postfire,,,Springs42,ag,PRUNUS,live,SH,na,0.05,grazed heavily
springsfire,2020,postfire,,,Springs01,vs,PURTRI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs02,vs,PURTRI,live,SH,na,2,
springsfire,2020,postfire,,,Springs02,vs,PURTRI,dead,SH,na,2,
springsfire,2020,postfire,,,Springs03,vs,PURTRI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs03,vs,PURTRI,dead,SH,na,0.05,
springsfire,2020,postfire,,,Springs04,vs,PURTRI,live,SH,na,16,
springsfire,2020,postfire,,,Springs04,vs,PURTRI,dead,SH,na,0.05,
springsfire,2020,postfire,,,Springs05,vs,PURTRI,live,SH,na,6,
springsfire,2020,postfire,,,Springs05,vs,PURTRI,dead,SH,na,7,
springsfire,2020,postfire,,,Springs06,km,PURTRI,live,SH,na,10,
springsfire,2020,postfire,,,Springs06,km,PURTRI,live,SH,na,2,resp
springsfire,2020,postfire,,,Springs06,km,PURTRI,dead,SH,na,1.5,
springsfire,2020,postfire,,,Springs07,vs,PURTRI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs08,vs,PURTRI,live,SH,na,2,
springsfire,2020,postfire,,,Springs08,vs,PURTRI,dead,SH,na,4,
springsfire,2020,postfire,,,Springs09,km,PURTRI,live,SH,na,8,
springsfire,2020,postfire,,,Springs09,km,PURTRI,dead,SH,na,1,
springsfire,2020,postfire,,,Springs09,km,PURTRI,live,SH,na,0.05,resp
springsfire,2020,postfire,,,Springs10,km,PURTRI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs10,km,PURTRI,live,SH,na,0.5,resp
springsfire,2020,postfire,,,Springs10,km,PURTRI,dead,SH,na,0.5,
springsfire,2020,postfire,,,Springs11,ag,PURTRI,dead,SH,na,0.05,
springsfire,2020,postfire,,,Springs12,ag,PURTRI,dead,SH,na,4,
springsfire,2020,postfire,,,Springs12,ag,PURTRI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs13,ag,PURTRI,live,SH,na,0.75,
springsfire,2020,postfire,,,Springs13,ag,PURTRI,dead,SH,na,0.05,resp
springsfire,2020,postfire,,,Springs14,ag,PURTRI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs14,ag,PURTRI,dead,SH,na,2,
springsfire,2020,postfire,,,Springs15,km,PURTRI,live,SH,na,12,
springsfire,2020,postfire,,,Springs15,km,PURTRI,live,SH,na,0.05,resp
springsfire,2020,postfire,,,Springs15,km,PURTRI,dead,SH,na,15,
springsfire,2020,postfire,,,Springs16,km,PURTRI,dead,SH,na,1,
springsfire,2020,postfire,,,Springs16,km,PURTRI,live,SH,na,6,
springsfire,2020,postfire,,,Springs17,km,PURTRI,live,SH,na,1,
springsfire,2020,postfire,,,Springs17,km,PURTRI,dead,SH,na,0.05,
springsfire,2020,postfire,,,Springs18,ag,PURTRI,live,SH,na,1,
springsfire,2020,postfire,,,Springs18,ag,PURTRI,dead,SH,na,40,
springsfire,2020,postfire,,,Springs19,vs,PURTRI,live,SH,na,1,
springsfire,2020,postfire,,,Springs19,vs,PURTRI,dead,SH,na,7,
springsfire,2020,postfire,,,Springs20,vs,PURTRI,live,SH,na,1,
springsfire,2020,postfire,,,Springs20,vs,PURTRI,dead,SH,na,7,
springsfire,2020,postfire,,,Springs21,ag,PURTRI,dead,SH,na,12,
springsfire,2020,postfire,,,Springs21,ag,PURTRI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs22,ag,PURTRI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs22,ag,PURTRI,live,SH,na,0.05,resp
springsfire,2020,postfire,,,Springs22,ag,PURTRI,dead,SH,na,0.05,resp
springsfire,2020,postfire,,,Springs23,vs,PURTRI,dead,SH,na,2,resp
springsfire,2020,postfire,,,Springs23,vs,PURTRI,live,SH,na,2,
springsfire,2020,postfire,,,Springs23,vs,PURTRI,live,SH,na,0.05,resp
springsfire,2020,postfire,,,Springs24,vs,PURTRI,dead,SH,na,10,
springsfire,2020,postfire,,,Springs24,vs,PURTRI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs25,vs,PURTRI,live,SH,na,9,
springsfire,2020,postfire,,,Springs25,vs,PURTRI,dead,SH,na,6,
springsfire,2020,postfire,,,Springs26,km,PURTRI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs26,km,PURTRI,dead,SH,na,0.05,
springsfire,2020,postfire,,,Springs27,km,PURTRI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs27,km,PURTRI,dead,SH,na,0.05,
springsfire,2020,postfire,,,Springs28,vs,PURTRI,dead,SH,na,1,resp
springsfire,2020,postfire,,,Springs28,vs,PURTRI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs29,vs,PURTRI,live,SH,na,4,
springsfire,2020,postfire,,,Springs29,vs,PURTRI,dead,SH,na,0.05,
springsfire,2020,postfire,,,Springs30,vs,PURTRI,dead,SH,na,0.05,
springsfire,2020,postfire,,,Springs31,vs,PURTRI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs33,vs,PURTRI,live,SH,na,2,
springsfire,2020,postfire,,,Springs33,vs,PURTRI,live,SH,na,0.05,resp
springsfire,2020,postfire,,,Springs33,vs,PURTRI,dead,SH,na,4,
springsfire,2020,postfire,,,Springs34,vs,PURTRI,live,SH,na,6,
springsfire,2020,postfire,,,Springs34,vs,PURTRI,dead,SH,na,2,
springsfire,2020,postfire,,,Springs37,vs,PURTRI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs37,vs,PURTRI,dead,SH,na,1,
springsfire,2020,postfire,,,Springs38,km,PURTRI,dead,SH,na,0.05,
springsfire,2020,postfire,,,Springs38,km,PURTRI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs39,km,PURTRI,dead,SH,na,1.5,
springsfire,2020,postfire,,,Springs39,km,PURTRI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs39,km,PURTRI,live,SH,na,0.05,resp
springsfire,2020,postfire,,,Springs40,ag,PURTRI,dead,SH,na,12,
springsfire,2020,postfire,,,Springs40,ag,PURTRI,live,SH,na,8,
springsfire,2020,postfire,,,Springs41,vs,PURTRI,live,SH,na,27,
springsfire,2020,postfire,,,Springs42,ag,PURTRI,dead,SH,na,0.05,
springsfire,2020,postfire,,,Springs42,ag,PURTRI,live,SH,na,39,
springsfire,2020,postfire,,,Springs44,km,PURTRI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs45,ag,PURTRI,live,SH,na,59,
springsfire,2020,postfire,,,Springs45,ag,PURTRI,dead,SH,na,1,
springsfire,2020,postfire,,,Springs46,vs,PURTRI,live,SH,na,16,
springsfire,2020,postfire,,,Springs46,vs,PURTRI,dead,SH,na,0.05,
springsfire,2020,postfire,,,Springs47,vs,PURTRI,live,SH,na,30,
springsfire,2020,postfire,,,Springs47,vs,PURTRI,dead,SH,na,0.05,
springsfire,2020,postfire,,,Springs48,vs,PURTRI,live,SH,na,19,
springsfire,2020,postfire,,,Springs49,ag,PURTRI,live,SH,na,3,
springsfire,2020,postfire,,,Springs50,ag,PURTRI,live,SH,na,7,
springsfire,2020,postfire,,,Springs51,ag,PURTRI,live,SH,na,4,
springsfire,2020,postfire,,,Springs04,vs,RIVI,dead,SH,na,0.05,resp
springsfire,2020,postfire,,,Springs12,ag,RIVI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs13,ag,RIVI,dead,SH,na,4,resp
springsfire,2020,postfire,,,Springs13,ag,RIVI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs27,km,RIVI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs27,km,RIVI,live,SH,na,0.05,resp
springsfire,2020,postfire,,,Springs30,vs,RIVI,dead,SH,na,0.05,resp
springsfire,2020,postfire,,,Springs42,ag,RIVI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs45,ag,RIVI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs50,ag,RIVI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs51,ag,RIVI,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs01,vs,SPEARV,live,SH,na,0.05,
springsfire,2020,postfire,,,Springs28,vs,SPEARV,live,SH,na,0.05,resp
springsfire,2020,postfire,,,Springs22,ag,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs01,vs,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs02,vs,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs06,km,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs08,vs,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs09,km,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs11,ag,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs12,ag,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs13,ag,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs15,km,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs17,km,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs18,ag,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs18,ag,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs19,vs,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs24,vs,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs27,km,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs30,vs,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs39,km,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs42,ag,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs44,km,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs45,ag,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs50,ag,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs51,ag,SPEARV,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs02,vs,STEEXI,live,FB,na,0.05,Stephanomeria exigua subsp. exigua
springsfire,2020,postfire,,,Springs08,vs,STEEXI,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs11,ag,STEEXI,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs12,ag,STEEXI,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs13,ag,STEEXI,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs14,ag,STEEXI,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs16,km,STEEXI,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs17,km,STEEXI,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs19,vs,STEEXI,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs22,ag,STEEXI,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs23,vs,STEEXI,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs24,vs,STEEXI,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs26,km,STEEXI,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs27,km,STEEXI,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs28,vs,STEEXI,live,FB,na,0.05,
springsfire,2020,postfire,,,Springs30,vs,STEEXI,live,FB,na,1,
springsfire,2020,postfire,,,Springs07,vs,stipa,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs08,vs,stipa,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs11,ag,stipa,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs13,ag,stipa,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs14,ag,stipa,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs24,vs,stipa,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs31,vs,stipa,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs33,vs,stipa,live,GR,na,1,
springsfire,2020,postfire,,,Springs34,vs,stipa,live,GR,na,1,
springsfire,2020,postfire,,,Springs35,vs,stipa,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs37,vs,stipa,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs41,vs,stipa,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs46,vs,stipa,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs47,vs,stipa,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs48,vs,stipa,live,GR,na,1,
springsfire,2020,postfire,,,Springs02,vs,stipa1,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs03,vs,stipa1,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs04,vs,stipa1,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs05,vs,stipa1,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs19,vs,stipa1,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs20,vs,stipa1,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs25,vs,stipa1,live,GR,na,2,
springsfire,2020,postfire,,,Springs28,vs,stipa1,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs29,vs,stipa1,live,GR,na,2,
springsfire,2020,postfire,,,Springs30,vs,stipa1,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs19,vs,stipa2,live,GR,na,0.05,
springsfire,2020,postfire,,,Springs28,vs,SYMROT,live,SH,na,0.05,resp
springsfire,2020,postfire,,,Springs30,vs,SYMROT,live,SH,na,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,abco,live,TR,TOV,18,
SugarPineSP,2020,prefire,,,sugarpine1,ag,abco,dead,TR,TOV,3.5,
SugarPineSP,2020,prefire,,,sugarpine1,ag,abco,live,TR,TSA,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,abco,live,TR,TSE,1.5,
SugarPineSP,2020,prefire,,,sugarpine2,vs,abco,live,TR,TSE,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,adbi,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,adbi,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,allcam,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,amut,live,SH,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,antennaria,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,cade,live,TR,TOV,5,
SugarPineSP,2020,prefire,,,sugarpine1,ag,cade,live,TR,TSE,2.5,
SugarPineSP,2020,prefire,,,sugarpine1,ag,cade,dead,TR,TOV,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,cade,live,TR,TOV,15,
SugarPineSP,2020,prefire,,,sugarpine2,vs,cade,live,TR,TOV,2,
SugarPineSP,2020,prefire,,,sugarpine1,ag,carex1,live,GR,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,carex2,live,GR,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,carex4,live,GR,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,casapp,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,cassem,live,SH,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,cele,live,SH,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,cirand,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,claytonia,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,collinsia,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,collinsia,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,cormac,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,taroff,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,deldep,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,epiang,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,epiang,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,mimmos,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,mimmos,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,PSECAN,live,FB,,0.05,Pseudognaphalium canescens
SugarPineSP,2020,prefire,,,sugarpine2,vs,PSECAN,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,goob,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,hairystemgrass,live,GR,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,hiehor,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,hiehor,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,kelgal,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,ACMNEV,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,lupine1,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,lupinespp,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,mysteryforb1,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,orchidspp,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,osmber,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,pico,dead,TR,TOV,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,pico,live,TR,TSE,0.5,
SugarPineSP,2020,prefire,,,sugarpine2,vs,pije,live,TR,TOV,28,
SugarPineSP,2020,prefire,,,sugarpine2,vs,pije,live,TR,TSE,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,plagio,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,plagio,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,potgla,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,pteand,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,pteaqu,live,FERN,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,riro,live,SH,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,riro,live,SH,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,salsco,live,SH,,1.5,
SugarPineSP,2020,prefire,,,sugarpine2,vs,salsco,live,SH,,1,
SugarPineSP,2020,prefire,,,sugarpine1,ag,sarsan,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,senecio,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine1,ag,sidgla,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,sidgla,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,symo,live,SH,,1,
SugarPineSP,2020,prefire,,,sugarpine2,vs,tallbrome,live,GR,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,thinbrome,live,GR,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,violob,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,viopur,live,FB,,0.05,
SugarPineSP,2020,prefire,,,sugarpine2,vs,wyemol,live,FB,,0.05,
Valentine,2019,prefire,prethin,,VR1,,ABMA,,TR,TOV,20,
Valentine,2019,prefire,prethin,,VR1,,ABMA,,TR,TSA,0.5,
Valentine,2019,prefire,prethin,,VR1,,ARAHOL,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR1,,ARGIDA,,GR,TOG,10,
Valentine,2019,prefire,prethin,,VR1,,PENNEW,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR1,,PICO,,TR,TOV,0.5,
Valentine,2019,prefire,prethin,,VR1,,PIMO,,TR,TOV,2,
Valentine,2019,prefire,prethin,,VR1,,SENINT,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR1,,SYMROT,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR1,,TSUMER,,TR,TOV,1,
Valentine,2019,prefire,prethin,,VR1,,TSUMER,,TR,TSA,0.5,
Valentine,2019,prefire,prethin,,VR10,,ABMA,,TR,TOV,17,
Valentine,2019,prefire,prethin,,VR10,,ABMA,,TR,TSA,2,
Valentine,2019,prefire,prethin,,VR10,,boechera,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR10,,EUCBRE,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR10,,aster,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR10,,CORMAC,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR10,,FB#8,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR10,,PENNEW,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR10,,PICO,,TR,TOV,2,
Valentine,2019,prefire,prethin,,VR10,,PIMO,,TR,TSA,1,
Valentine,2019,prefire,prethin,,VR10,,POAZ,,GR,TOG,10,
Valentine,2019,prefire,prethin,,VR10,,POAZ,,GR,TOG,1,
Valentine,2019,prefire,prethin,,VR10,,UNKSPZ,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR10N,,ABMA,,TR,TOV,13,
Valentine,2019,prefire,prethin,,VR10N,,ABMA,,TR,TSA,0.5,
Valentine,2019,prefire,prethin,,VR10N,,ARNE,,SH,SL,20,
Valentine,2019,prefire,prethin,,VR10N,,ARGIDA,,GR,TOG,30,
Valentine,2019,prefire,prethin,,VR10N,,CARROS,,GR,TOG,0.5,
Valentine,2019,prefire,prethin,,VR10N,,PICO,,TR,TOV,9,
Valentine,2019,prefire,prethin,,VR10N,,PIMO,,TR,TOV,7,
Valentine,2019,prefire,prethin,,VR10N,,STETEN,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR10N,,STIOCC,,GR,TOG,5,
Valentine,2019,prefire,prethin,,VR10N,,SYMROT,,SH,SL,0.5,
Valentine,2019,prefire,prethin,,VR11,,ABCO,,TR,TOV,19,
Valentine,2019,prefire,prethin,,VR11,,ABCO,,TR,TSA,0.5,
Valentine,2019,prefire,prethin,,VR11,,ABMA,,TR,TOV,10,
Valentine,2019,prefire,prethin,,VR11,,boechera,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR11,,CARROS,,GR,TOG,0.5,
Valentine,2019,prefire,prethin,,VR11,,FB#9,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR11,,GAYDIF,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR11,,KELGAL,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR11,,PEDATT,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR11,,PENMUR,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR11,,PIMO,,TR,TOV,16,
Valentine,2019,prefire,prethin,,VR11,,PIMO,,TR,TSA,0.5,
Valentine,2019,prefire,prethin,,VR11,,POALEP,,GR,TOG,0.5,
Valentine,2019,prefire,prethin,,VR11,,SENINT,,FB,TOF,0.5,
Valentine,2019,prefire,prethin,,VR11N,,ABMA,,TR,TOV,57,
